Webster University,www.webster.edu,MO
Missouri School of Barbering,americancollegeofhair.com,MO
Missouri Southern State University,www.mssu.edu,MO
Missouri Western State University,https://www.missouriwestern.edu,MO
Missouri University of Science and Technology,www.mst.edu/,MO
National Academy of Beauty Arts-St Louis,www.nabacollege.com,MO
Montana State University,www.montana.edu/,MT
Neosho Beauty College,neoshobeautycollege.com,MO
Colby-Sawyer College,www.colby-sawyer.edu,NH
Empire Beauty School-Laconia,www.empirebeautyschools.com,NH
Nebraska Methodist College of Nursing & Allied Health,www.methodistcollege.edu,NE
Salish Kootenai College,www.skc.edu,MT
Western Nebraska Community College,www.wncc.edu,NE
La'James International College,www.ljic.edu,NE
Bellevue University,www.bellevue.edu,NE
Career College of Northern Nevada,www.ccnn.edu,NV
University of Nebraska at Omaha,https://www.unomaha.edu,NE
The Art Institute of Las Vegas,www.artinstitutes.edu/las-vegas,NV
University of New Hampshire-Main Campus,www.unh.edu,NH
Eastwick College-Nutley,www.eastwickcollege.edu,NJ
Rowan College at Gloucester County,www.rcgc.edu,NJ
Robert Fiance Beauty Schools-West New York,www.robertfiance.edu,NJ
Passaic County Community College,www.pccc.edu,NJ
Princeton University,www.princeton.edu,NJ
Rowan College at Burlington County,www.rcbc.edu,NJ
Alfred University,www.alfred.edu,NY
Rutgers University-Camden,www.camden.rutgers.edu/,NJ
New Mexico State University-Grants,grants.nmsu.edu/,NM
Seton Hall University,www.shu.edu/,NJ
Barnard College,www.barnard.edu,NY
Stevens Institute of Technology,www.stevens.edu,NJ
Pomeroy College of Nursing at Crouse Hospital,www.crouse.org/nursing,NY
Clarkson University,www.clarkson.edu,NY
CUNY Borough of Manhattan Community College,www.bmcc.cuny.edu/,NY
American Beauty School,www.americanbeautyschool.edu,NY
Brooklyn Law School,www.brooklaw.edu,NY
Metropolitan College of New York,https://www.mcny.edu,NY
SUNY Broome Community College,WWW.SUNYBROOME.EDU,NY
CUNY City College,www.ccny.cuny.edu,NY
Bryant & Stratton College-Syracuse,www.bryantstratton.edu,NY
Delaware Technical Community College-Terry,https://www.dtcc.edu/our-campuses/dover,DE
Delaware State University,www.desu.edu,DE
Withlacoochee Technical College,www.wtcollege.org,FL
Interactive College of Technology-Morrow,ict.edu,GA
Columbus Technical College,https://www.columbustech.edu/,GA
Darton State College,www.darton.edu,GA
Georgia Northwestern Technical College,www.gntc.edu,GA
Andrew College,www.andrewcollege.edu,GA
East Georgia State College,www.ega.edu,GA
Atlanta Metropolitan State College,www.atlm.edu,GA
Clark Atlanta University,www.cau.edu,GA
Young Harris College,www.yhc.edu,GA
Augustana College,www.augustana.edu,IL
Miami Ad School at Portfolio Center,www.portfoliocenter.edu,GA
Tricoci University of Beauty Culture-Urbana,www.tricociuniversity.edu,IL
University of Hawaii at Manoa,www.manoa.hawaii.edu,HI
The College of Idaho,www.collegeofidaho.edu,ID
Savannah College of Art and Design,www.scad.edu,GA
Carrington College-Boise,www.carrington.edu,ID
Valdosta State University,www.valdosta.edu,GA
Muskegon Community College,www.muskegoncc.edu,MI
Spring Arbor University,www.arbor.edu,MI
Western Michigan University-Thomas M. Cooley Law School,www.cooley.edu,MI
Ross Medical Education Center-Madison Heights,www.rosseducation.edu,MI
The Art Institutes International-Minnesota,www.artinstitutes.edu/minneapolis,MN
Wayne State University,www.wayne.edu,MI
South Central College,www.southcentral.edu,MN
St Clair County Community College,www.sc4.edu,MI
Southwestern Michigan College,www.swmich.edu,MI
Anoka Technical College,www.anokatech.edu,MN
Gustavus Adolphus College,WWW.GUSTAVUS.EDU,MN
Chris Beauty College,www.chrisbeautycollege.edu,MS
Rainy River Community College,www.rainyriver.edu,MN
Saint Paul College,https://www.saintpaul.edu,MN
Delta Beauty College,deltabeautyschool.com,MS
College of Saint Benedict,www.csbsju.edu,MN
University of Minnesota-Morris,www4.morris.umn.edu/,MN
Model College of Hair Design,www.modelcollegeofhairdesign.com,MN
St Olaf College,wp.stolaf.edu,MN
Mitchell Hamline School of Law,www.mitchellhamline.edu,MN
Clovis Adult Education,www.clovisadulteducation.com,CA
California State University-Sacramento,www.csus.edu,CA
Cerritos College,www.cerritos.edu,CA
University of California-Davis,www.ucdavis.edu,CA
University of California-Riverside,WWW.UCR.EDU,CA
Dell'Arte International School of Physical Theatre,www.dellarte.com/school,CA
University of California-Santa Cruz,www.ucsc.edu/,CA
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,www.fidm.edu,CA
Laney College,laney.edu/,CA
Lassen Community College,www.lassencollege.edu/,CA
Graduate Theological Union,WWW.GTU.EDU,CA
La Sierra University,https://lasierra.edu,CA
Salon Success Academy-Riverside,www.gotobeautyschool.com,CA
Los Angeles Trade Technical College,www.lattc.edu,CA
The Master's University and Seminary,www.masters.edu,CA
Mendocino College,www.mendocino.edu,CA
Mt San Antonio College,www.mtsac.edu,CA
North-West College-Pasadena,www.north-westcollege.edu,CA
Notre Dame de Namur University,www.ndnu.edu,CA
Occidental College,https://www.oxy.edu,CA
Everest College-Newport News,www.everest.edu/campus/newport_news,VA
SIT Graduate Institute,www.sit.edu,VT
Bryant & Stratton College-Virginia Beach,www.bryantstratton.edu,VA
Utah State University,www.usu.edu,UT
Sterling College,www.sterlingcollege.edu,VT
Lord Fairfax Community College,https://www.lfcc.edu,VA
Vermont Technical College,www.vtc.edu/,VT
Danville Community College,www.dcc.vccs.edu,VA
Centra College of Nursing,centracon.edu,VA
Mary Baldwin University,www.marybaldwin.edu,VA
Weber State University,www.weber.edu,UT
Emory & Henry College,www.ehc.edu,VA
Eastern Shore Community College,www.es.vccs.edu,VA
Mountain Empire Community College,www.mecc.edu,VA
Champlain College,www.champlain.edu,VT
Germanna Community College,www.germanna.edu,VA
Hampton University,www.hamptonu.edu,VA
Sweet Briar College,www.sbc.edu,VA
Tidewater Community College,www.tcc.edu,VA
Union Presbyterian Seminary,www.upsem.edu,VA
Wheeling Jesuit University,www.wju.edu,WV
B M Spurr School of Practical Nursing,www.reynoldsmemorial.com,WV
VICI Beauty School,www.vicibeautyschool.com,WI
Marquette University,www.marquette.edu,WI
University of Wisconsin-Platteville,www.uwplatt.edu,WI
University of Wisconsin Colleges,uwc.edu,WI
Milwaukee Area Technical College,matc.edu,WI
Casper College,www.caspercollege.edu,WY
Carroll University,www.carrollu.edu,WI
Waukesha County Technical College,www.wctc.edu,WI
Northland College,www.northland.edu,WI
Lakeshore Technical College,www.gotoltc.edu,WI
Wisconsin Lutheran College,wlc.edu,WI
Ripon College,www.ripon.edu,WI
University of Wisconsin-Oshkosh,www.uwosh.edu,WI
Guam Community College,www.guamcc.edu,GU
Herzing University-Madison,www.Herzing.edu,WI
Educational Technical College-Recinto de Bayamon,www.edutecpr.com,PR
National University College,www.nuc.edu,PR
American University of Puerto Rico,aupr.edu,PR
The Beauty Institute,thebeautyinstitute.edu,FL
North-West College-Riverside,www.north-westcollege.edu,CA
Spa Tech Institute-Westboro,www.spatech.edu,MA
Strayer University-Takoma Park Campus,www.strayer.edu/district-columbia/takoma-park,DC
Keiser University-Lakeland,www.keiseruniversity.edu,FL
Branford Hall Career Institute-North Brunswick,www.schooliya.com/peg/NorthBrunswick/index.html,NJ
Golden Gate University-Los Angeles,www.ggu.edu/,CA
PJ's College of Cosmetology- Indianapolis,www.gotopjs.com,IN
Golden Gate University-Silicon Valley,www.ggu.edu/,CA
Pratt Manhattan-A Division of Pratt Institute,https://www.pratt.edu,NY
Los Angeles Center,www.myunion.edu,CA
Western Seminary-San Jose,www.westernseminary.edu,CA
CC's Cosmetology College,www.cccosmetologycollege.com,OK
Culinary Institute of America at Greystone,www.ciachef.edu,CA
International Yacht Restoration School,www.iyrs.edu,RI
