InterCoast Colleges-Roseville,www.intercoast.edu,CA
The Salon Professional Academy-Colorado Springs,www.thesalonprofessionalacademycoloradosprings.com,CO
Empire Beauty School-West Palm,www.empire.edu,FL
Unity Cosmetology College,www.unitycosmetologycollege.com,IL
All Beauty College,www.allbeautycollege.com,AZ
Empire Beauty School-Nashville,www.empire.edu,TN
Fortis Institute-Houston,www.fortis.edu/campuses/training-program-450-n-sam-houston-parkway-e-houston-tx.aspx,TX
Ecotech Institute,www.ecotechinstitute.com,CO
Southern Careers Institute-Harlingen,www.scitexas.edu,TX
Altierus Career College-Fort Worth South,https://www.altierus.org/campus/fort-worth-south,TX
Onondaga School of Therapeutic Massage-Rochester,www.ostm.edu/,NY
Dorsey Business Schools-Saginaw,www.dorsey.edu,MI
Rasmussen College-Mankato,www.rasmussen.edu,MN
Strayer University-Shelby Oaks Campus,www.strayer.edu/tennessee/shelby,TN
Paul Mitchell the School-Mclean,paulmitchell.edu/tysonscorner,VA
Strayer University-New Jersey,www.strayer.edu/new-jersey/cherry-hill,NJ
Fortis College-Montgomery,www.fortiscollege.edu,AL
Evans Hairstyling College-Rexburg,www.evanshairstylingcollege.com,ID
Mayfield College,www.mayfieldcollege.edu,CA
Dorsey Business Schools-Roseville Culinary Academy,www.dorsey.edu,MI
The University of Aesthetics & Cosmetology,www.uofac.edu,IL
Academy of Esthetics and Cosmetology,www.aecosmetology.com,CA
Aveda Institute-Columbus,nurturavedainstitutes.com/columbus/,OH
Paul Mitchell the School-Pasadena,paulmitchell.edu/pasadena,CA
Tricoci University of Beauty Culture-Rockford,www.tricociuniversity.edu,IL
Fortis Institute-Birmingham,www.fortis.edu,AL
PCCenter,www.pccenterdesoto.com,TX
Healing Hands School of Holistic Health,www.healinghandsschool.com,CA
Focus-Hope Information Technologies Center,www.focushope.edu,MI
Oxford Academy of Hair Design Inc,www.oxfordhairacademy.com,CT
Georgia Beauty Academy,www.georgiabeautyacademy.com/,GA
South Texas Vocational Technical Institute-Brownsville,www.stvt.edu,TX
Ross Medical Education Center-Portage,www.rosseducation.edu,MI
Miller-Motte College-Raleigh,www.miller-motte.edu,NC
Salon Success Academy-Fontana,www.gotobeautyschool.com,CA
Brown Mackie College-Phoenix,www.brownmackie.edu/locations/phoenix,AZ
Toni & Guy Hairdressing Academy-Cranston,https://toniguy.edu/,RI
Health And Style Institute,www.healthandstyle.edu,NC
Le Cordon Bleu College of Culinary Arts-St Louis,www.chefs.edu/St-Louis,MO
Vermont College of Fine Arts,www.vcfa.edu/,VT
Herzing University-Toledo,www.herzing.edu/,OH
Chamberlain University-Arizona,www.chamberlain.edu,AZ
Ottawa University-Online,www.ottawa.edu/,KS
Virginia College-Montgomery,www.vc.edu,AL
Harris School of Business-Hamilton Campus,harrisschool.edu,NJ
MyComputerCareer.edu-Indianapolis,www.MyComputerCareer.edu,IN
Coastline Beauty College,www.coastlinebeauty.edu,CA
